"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2457569,"2016/06/29","Wed",0.00075477,0.054915,0.00100000,1.2991,0.89953,102.70,0.74027,0.97942,1.3433,7.7587,1.4043,1154.8,18.540
2457570,"2016/06/30","Thu",0.00075592,0.054466,0.00099900,1.3009,0.90630,102.76,0.75524,0.97922,1.3453,7.7592,1.4047,1154.3,18.494
2457574,"2016/07/04","Mon",,0.049116,,1.2844,0.89737,102.51,0.75195,0.97148,1.3266,7.7578,1.3821,1148.8,18.375
2457575,"2016/07/05","Tue",0.00073968,0.050684,0.00093985,1.2949,0.90262,101.56,0.76812,0.97677,1.3413,7.7590,1.3991,1158.2,18.783
2457576,"2016/07/06","Wed",0.00072834,0.048948,0.00093284,1.3005,0.90287,101.13,0.77411,0.97797,1.3317,7.7583,1.4028,1162.2,18.758
2457577,"2016/07/07","Thu",0.00073424,0.050125,0.00091912,1.2984,0.90380,100.73,0.77369,0.97815,1.3355,7.7587,1.3864,1156.2,18.880
2457578,"2016/07/08","Fri",0.00073749,0.050710,0.00092251,1.3073,0.90609,100.64,0.77314,0.98441,1.3232,7.7580,1.3718,1149.8,18.567
2457581,"2016/07/11","Mon",0.00073695,0.048852,0.00091659,1.3127,0.90556,102.63,0.77018,0.98315,1.3274,7.7578,1.3848,1149.5,18.494
2457582,"2016/07/12","Tue",0.00074132,0.049140,0.00091324,1.3016,0.90307,104.71,0.75573,0.98696,1.3106,7.7586,1.3692,1146.8,18.291
2457583,"2016/07/13","Wed",0.00074409,0.049285,0.00091491,1.2965,0.90003,104.14,0.75876,0.98339,1.3117,7.7560,1.3691,1146.3,18.406
2457584,"2016/07/14","Thu",0.00075477,0.049383,0.00091996,1.2915,0.90031,105.43,0.75017,0.98071,1.3106,7.7541,1.3892,1130.9,18.332
2457585,"2016/07/15","Fri",0.00075080,0.049652,0.00091408,1.2975,0.90431,105.66,0.75806,0.98348,1.3183,7.7546,1.4022,1137.2,18.522
2457588,"2016/07/18","Mon",0.00074996,0.050710,0.00092166,1.2984,0.90286,105.99,0.75318,0.98237,1.3166,7.7551,1.4047,1135.0,18.483
2457589,"2016/07/19","Tue",0.00075080,0.050025,0.00091912,1.3029,0.90794,106.10,0.76193,0.98503,1.3341,7.7558,1.4188,1141.9,18.539
2457590,"2016/07/20","Wed",0.00075764,0.050761,0.00093545,1.3040,0.90865,106.62,0.75902,0.98743,1.3362,7.7557,1.4223,1142.9,18.589
2457591,"2016/07/21","Thu",0.00075764,0.051706,0.00091659,1.3057,0.90781,105.98,0.75666,0.98692,1.3338,7.7562,1.4309,1138.4,18.616
2457592,"2016/07/22","Fri",0.00075364,0.050761,0.00091408,1.3178,0.91172,106.27,0.76408,0.98897,1.3420,7.7570,1.4310,1139.0,18.618
2457595,"2016/07/25","Mon",0.00075534,0.051520,0.00093458,1.3225,0.91081,106.05,0.76168,0.98687,1.3409,7.7562,1.4327,1142.1,18.759
2457596,"2016/07/26","Tue",0.00075477,0.050813,0.00091827,1.3209,0.91052,104.83,0.76159,0.99249,1.3306,7.7572,1.4212,1138.7,18.792
2457597,"2016/07/27","Wed",0.00074911,0.051073,0.00090334,1.3220,0.91009,105.68,0.76376,0.99384,1.3406,7.7572,1.4203,1136.7,18.870
2457598,"2016/07/28","Thu",0.00074409,0.048996,0.00087336,1.3170,0.90138,104.86,0.76044,0.98071,1.3315,7.7564,1.4134,1125.6,18.914
2457599,"2016/07/29","Fri",0.00074077,0.049900,0.00087336,1.3041,0.89530,102.36,0.75360,0.96901,1.3162,7.7589,1.3860,1113.7,18.764
2457603,"2016/08/02","Tue",0.00073181,0.048286,0.00084962,1.3089,0.89095,100.84,0.75047,0.96441,1.3140,7.7610,1.3823,1109.2,18.918
2457604,"2016/08/03","Wed",0.00073343,0.048567,0.00085985,1.3080,0.89528,101.32,0.75000,0.97170,1.3174,7.7585,1.3964,1117.0,18.905
2457605,"2016/08/04","Thu",0.00073181,0.049603,0.00086281,1.3025,0.89828,101.05,0.76098,0.97390,1.3094,7.7567,1.3901,1113.2,18.847
2457606,"2016/08/05","Fri",0.00074050,0.049456,0.00087108,1.3180,0.90255,101.78,0.76521,0.97971,1.3133,7.7551,1.4009,1116.0,18.872
2457609,"2016/08/08","Mon",0.00074631,0.050865,0.00086881,1.3164,0.90177,102.44,0.76584,0.98261,1.3045,7.7474,1.3991,1108.1,18.556
2457610,"2016/08/09","Tue",0.00074687,0.050761,0.00087336,1.3117,0.90015,101.92,0.76869,0.98269,1.3027,7.7566,1.3935,1102.3,18.392
2457611,"2016/08/10","Wed",0.00073803,0.049176,0.00084460,1.3060,0.89519,101.32,0.76941,0.97601,1.2960,7.7566,1.3854,1096.6,18.356
2457612,"2016/08/11","Thu",0.00074077,0.049480,0.00085690,1.3007,0.89543,101.46,0.77165,0.97234,1.2971,7.7563,1.3809,1098.6,18.266
2457613,"2016/08/12","Fri",0.00073749,0.050327,0.00087108,1.2945,0.89510,101.05,0.77330,0.97389,1.3042,7.7565,1.3864,1101.7,18.253
2457616,"2016/08/15","Mon",0.00074576,0.050251,0.00089767,1.2922,0.89308,101.03,0.77680,0.97143,1.3008,7.7566,1.3853,1096.9,18.048
2457617,"2016/08/16","Tue",0.00074077,0.049913,0.00088810,1.2862,0.88679,100.25,0.76820,0.96222,1.2993,7.7551,1.3765,1094.6,17.976
2457618,"2016/08/17","Wed",0.00074077,0.051099,0.00090009,1.2885,0.88795,100.27,0.76857,0.96409,1.3126,7.7550,1.3853,1115.6,18.279
2457619,"2016/08/18","Thu",0.00073913,0.050556,0.00088968,1.2775,0.88237,100.04,0.76064,0.95772,1.3016,7.7533,1.3716,1108.0,18.059
2457620,"2016/08/19","Fri",0.00074353,0.051507,0.00090253,1.2878,0.88290,100.22,0.76573,0.95947,1.3123,7.7537,1.3759,1116.9,18.256
2457623,"2016/08/22","Mon",0.00074353,0.052882,0.00089928,1.2942,0.88396,100.25,0.76152,0.96280,1.3110,7.7530,1.3743,1122.5,18.321
2457624,"2016/08/23","Tue",0.00074187,0.052687,0.00090090,1.2902,0.88436,100.25,0.75885,0.96233,1.3104,7.7531,1.3686,1117.1,18.374
2457625,"2016/08/24","Wed",0.00075024,0.053079,0.00091575,1.2940,0.88837,100.54,0.75566,0.96733,1.3150,7.7544,1.3689,1122.3,18.499
2457626,"2016/08/25","Thu",0.00075534,0.054054,0.00092937,1.2937,0.88701,100.60,0.75895,0.96856,1.3139,7.7553,1.3706,1116.2,18.442
2457627,"2016/08/26","Fri",0.00075080,0.053562,0.00092678,1.2947,0.88983,101.23,0.75949,0.97192,1.3132,7.7560,1.3696,1110.4,18.294
2457630,"2016/08/29","Mon",0.00075592,,0.00092593,1.3019,0.89435,102.11,0.76407,0.97828,1.3203,7.7556,1.3790,1122.3,18.564
2457631,"2016/08/30","Tue",0.00075706,0.053248,0.00093545,1.3076,0.89684,102.96,0.76432,0.98227,1.3306,7.7580,1.3850,1119.5,18.787
2457632,"2016/08/31","Wed",0.00076314,0.053362,0.00095057,1.3124,0.89718,103.42,0.76178,0.98322,1.3298,7.7568,1.3781,1116.9,18.851
2457633,"2016/09/01","Thu",0.00076227,0.053619,0.00095694,1.3107,0.89333,103.20,0.75345,0.97923,1.3262,7.7570,1.3735,1118.3,18.827
2457634,"2016/09/02","Fri",0.00075420,0.053333,0.00094877,1.2999,0.89630,104.16,0.75200,0.98047,1.3233,7.7556,1.3729,1114.8,18.647
2457638,"2016/09/06","Tue",0.00074771,0.051020,0.00091827,1.2843,0.89002,102.25,0.74474,0.97200,1.3032,7.7553,1.3502,1095.8,18.342
2457639,"2016/09/07","Wed",0.00073885,0.050201,0.00090992,1.2895,0.88992,101.70,0.74975,0.97028,1.3031,7.7553,1.3420,1090.9,18.353
2457640,"2016/09/08","Thu",0.00074270,0.050176,0.00091743,1.2909,0.88832,102.29,0.75192,0.97258,1.3047,7.7566,1.3504,1095.8,18.614
2457641,"2016/09/09","Fri",0.00074743,0.051520,0.00093023,1.3033,0.89176,102.87,0.75431,0.97691,1.3246,7.7569,1.3630,1108.2,18.842
2457644,"2016/09/12","Mon",0.00075307,0.053419,0.00095694,1.3077,0.89050,102.00,0.75125,0.97364,1.3290,7.7581,1.3662,1112.9,19.071
2457645,"2016/09/13","Tue",0.00075193,0.052192,0.00095420,1.3167,0.88960,102.15,0.75860,0.97411,1.3389,7.7584,1.3774,1125.4,19.166
2457646,"2016/09/14","Wed",0.00075592,0.052521,0.00096712,1.3189,0.88725,102.32,0.75742,0.97099,1.3361,7.7580,1.3694,1124.4,19.209
2457647,"2016/09/15","Thu",0.00075735,0.052743,0.00096805,1.3146,0.88938,102.22,0.75682,0.97162,1.3315,7.7580,1.3687,1123.6,19.245
2457648,"2016/09/16","Fri",0.00076168,0.052882,0.00098619,1.3213,0.89616,102.35,0.76402,0.97969,1.3355,7.7588,1.3756,1128.4,19.671
2457651,"2016/09/19","Mon",0.00075879,0.052301,0.00097752,1.3181,0.89454,101.86,0.76629,0.97993,1.3229,7.7579,1.3669,1118.9,19.626
2457652,"2016/09/20","Tue",0.00075937,0.052165,0.00097656,1.3228,0.89512,101.68,0.77082,0.97826,1.3243,7.7569,1.3657,1118.2,19.844
2457653,"2016/09/21","Wed",0.00075335,0.051467,0.00095694,1.3186,0.89579,100.66,0.77061,0.97580,1.3178,7.7560,1.3649,1112.7,19.840
2457654,"2016/09/22","Thu",0.00074631,0.050315,0.00094251,1.3039,0.89058,100.84,0.76394,0.96786,1.3083,7.7556,1.3672,1102.2,19.558
2457655,"2016/09/23","Fri",0.00074687,0.050454,0.00094607,1.3165,0.89103,101.04,0.77173,0.97037,1.3123,7.7568,1.3823,1102.6,19.735
2457658,"2016/09/26","Mon",0.00074409,0.051440,0.00096339,1.3197,0.88749,100.36,0.77058,0.96688,1.3087,7.7559,1.3735,1107.1,19.863
2457659,"2016/09/27","Tue",0.00075080,0.051493,0.00096618,1.3248,0.89218,100.36,0.76907,0.97197,1.3059,7.7545,1.3713,1100.3,19.465
2457660,"2016/09/28","Wed",0.00075307,0.052301,0.00098039,1.3242,0.89286,100.55,0.76953,0.97260,1.3058,7.7539,1.3788,1098.0,19.514
2457661,"2016/09/29","Thu",0.00075707,0.052604,0.00097752,1.3101,0.88929,101.48,0.76983,0.96558,1.3027,7.7553,1.3728,1098.2,19.386
2457662,"2016/09/30","Fri",0.00075137,0.051680,0.00096525,1.3117,0.88983,101.21,0.76847,0.96940,1.3047,7.7557,1.3715,1098.6,19.341
2457665,"2016/10/03","Mon",0.00075995,0.052138,0.00098522,1.3137,0.89197,101.52,0.77886,0.97398,1.3048,7.7562,1.3770,1104.9,19.339
2457666,"2016/10/04","Tue",0.00077169,0.053362,0.00100000,1.3170,0.89185,102.65,0.78454,0.97802,1.3085,7.7564,1.3802,1111.4,19.238
2457667,"2016/10/05","Wed",0.00078443,0.056180,0.00101523,1.3178,0.89336,103.52,0.78469,0.97702,1.3126,7.7577,1.3944,1115.8,19.246
2457668,"2016/10/06","Thu",0.00079410,0.056306,0.00102564,1.3210,0.89626,104.02,0.79088,0.97990,1.3193,7.7579,1.3965,1115.7,19.240
2457669,"2016/10/07","Fri",0.00079064,0.057703,0.00102354,1.3304,0.89638,103.45,0.80460,0.98061,1.3238,7.7584,1.4049,1117.0,19.337
2457673,"2016/10/11","Tue",0.00079441,0.057208,0.00104167,1.3239,0.90406,103.35,0.81859,0.98776,1.3255,7.7603,1.4152,1124.8,18.973
2457674,"2016/10/12","Wed",0.00079474,0.057339,0.00105374,1.3277,0.90808,104.46,0.82018,0.99030,1.3241,7.7577,1.4191,1129.0,19.005
2457675,"2016/10/13","Thu",0.00079284,0.056851,0.00106724,1.3219,0.90597,103.60,0.81948,0.98701,1.3232,7.7569,1.4126,1133.7,19.042
2457676,"2016/10/14","Fri",0.00079743,0.057241,0.00106952,1.3168,0.91034,104.09,0.82049,0.99022,1.3142,7.7589,1.4112,1133.2,19.048
2457679,"2016/10/17","Mon",0.00079632,0.057471,0.00107066,1.3138,0.90914,103.94,0.82066,0.98804,1.3114,7.7592,1.4020,1138.5,18.885
2457680,"2016/10/18","Tue",0.00079252,0.056657,0.00106157,1.3104,0.90937,103.84,0.81240,0.98876,1.3025,7.7588,1.3855,1124.8,18.661
2457681,"2016/10/19","Wed",0.00078566,0.056529,0.00105932,1.3107,0.91198,103.29,0.81445,0.98928,1.2963,7.7576,1.3841,1122.2,18.565
2457682,"2016/10/20","Thu",0.00078505,0.056818,0.00106724,1.3198,0.91462,103.92,0.81620,0.99166,1.3092,7.7579,1.3887,1130.0,18.594
2457683,"2016/10/21","Fri",0.00078753,0.057110,0.00107643,1.3324,0.92029,103.93,0.81908,0.99522,1.3163,7.7581,1.3980,1137.8,18.632
2457686,"2016/10/24","Mon",0.00078535,0.056689,0.00105374,1.3388,0.91850,104.19,0.81944,0.99222,1.3155,7.7576,1.4022,1136.5,18.587
2457687,"2016/10/25","Tue",0.00078728,0.056402,0.00104167,1.3334,0.91838,104.25,0.82227,0.99404,1.3070,7.7569,1.3953,1131.0,18.486
2457688,"2016/10/26","Wed",0.00078428,0.056625,0.00103842,1.3360,0.91620,104.46,0.81748,0.99272,1.3060,7.7564,1.3975,1136.1,18.670
2457689,"2016/10/27","Thu",0.00078551,0.056625,0.00102881,1.3386,0.91716,105.15,0.82158,0.99399,1.3148,7.7550,1.4040,1147.0,18.819
2457690,"2016/10/28","Fri",0.00078462,0.056786,0.00102669,1.3385,0.91459,105.39,0.82283,0.99317,1.3196,7.7542,1.4001,1147.9,18.718
2457693,"2016/10/31","Mon",0.00078351,0.056306,0.00102354,1.3403,0.91227,105.04,0.81880,0.98893,1.3135,7.7550,1.3974,1146.5,18.788
2457694,"2016/11/01","Tue",0.00077469,0.054825,0.00100503,1.3379,0.90552,104.61,0.81839,0.97907,1.3058,7.7551,1.3938,1143.5,19.099
2457695,"2016/11/02","Wed",0.00076902,0.053937,0.00100705,1.3390,0.89938,103.24,0.81206,0.97015,1.3044,7.7556,1.3708,1145.4,19.392
2457696,"2016/11/03","Thu",0.00077169,0.055340,0.00101937,1.3386,0.90141,103.13,0.80290,0.97445,1.3019,7.7552,1.3661,1144.1,19.224
2457697,"2016/11/04","Fri",0.00076460,0.054645,0.00099503,1.3412,0.89923,103.01,0.79715,0.96831,1.3039,7.7562,1.3680,1144.4,19.119
2457700,"2016/11/07","Mon",0.00077529,0.054885,0.00100301,1.3383,0.90603,104.64,0.80630,0.97586,1.2989,7.7562,1.3656,1141.9,18.645
2457701,"2016/11/08","Tue",0.00077862,0.054765,0.00099503,1.3337,0.90623,105.02,0.80825,0.97564,1.2933,7.7554,1.3597,1132.2,18.437
2457702,"2016/11/09","Wed",0.00076577,0.053163,0.00098425,1.3408,0.91323,104.83,0.80187,0.98148,1.3033,7.7556,1.3697,1152.9,19.782
2457703,"2016/11/10","Thu",0.00078087,0.053333,0.00101420,1.3475,0.91898,106.61,0.79861,0.98783,1.3177,7.7567,1.3889,1162.6,20.504
2457707,"2016/11/14","Mon",0.00081986,0.058156,0.00106610,1.3582,0.93264,108.31,0.80205,0.99787,1.3266,7.7583,1.4117,1171.9,20.835
2457708,"2016/11/15","Tue",0.00081584,0.058823,0.00106952,1.3468,0.93243,108.96,0.80507,1.00156,1.3264,7.7579,1.4114,1171.1,20.347
2457709,"2016/11/16","Wed",0.00081385,0.058997,0.00106496,1.3416,0.93465,109.16,0.80321,1.00194,1.3348,7.7577,1.4130,1173.8,20.275
2457710,"2016/11/17","Thu",0.00081451,0.058685,0.00106724,1.3429,0.93850,109.62,0.80336,1.00486,1.3414,7.7568,1.4166,1174.9,20.194
2457711,"2016/11/18","Fri",0.00082256,0.060569,0.00108108,1.3519,0.94341,110.54,0.81127,1.00941,1.3617,7.7574,1.4230,1178.6,20.431
2457714,"2016/11/21","Mon",0.00082189,0.059952,0.00107411,1.3437,0.94368,111.14,0.80173,1.01137,1.3596,7.7562,1.4175,1179.7,20.493
2457715,"2016/11/22","Tue",0.00082121,0.059666,0.00106157,1.3444,0.94172,111.02,0.80489,1.00999,1.3536,7.7563,1.4190,1174.1,20.519
2457716,"2016/11/23","Wed",0.00083565,0.060386,0.00108108,1.3470,0.94706,112.63,0.80284,1.01568,1.3532,7.7566,1.4268,1182.6,20.656
2457717,"2016/11/24","Thu",,,,1.3487,0.94719,113.34,0.80323,1.01658,1.3494,7.7568,1.4275,1178.9,20.717
2457718,"2016/11/25","Fri",,0.060735,,1.3514,0.94391,113.18,0.80245,1.01358,1.3467,7.7558,1.4197,1176.2,20.654
2457721,"2016/11/28","Mon",0.00083930,0.059952,0.00109529,1.3401,0.94566,112.33,0.80578,1.01592,1.3376,7.7558,1.4160,1171.4,20.579
2457722,"2016/11/29","Tue",0.00084291,0.060459,0.00108814,1.3435,0.94115,112.80,0.79961,1.01358,1.3392,7.7556,1.4050,1171.3,20.599
2457723,"2016/11/30","Wed",0.00084484,0.059988,0.00108460,1.3426,0.94536,114.36,0.80122,1.01882,1.3540,7.7566,1.4125,1177.7,20.463
2457724,"2016/12/01","Thu",0.00085423,0.061350,0.00110132,1.3331,0.94033,114.33,0.79399,1.01261,1.3493,7.7564,1.4141,1169.4,20.736
2457725,"2016/12/02","Fri",0.00084987,0.061162,0.00108696,1.3298,0.93754,113.76,0.78836,1.01118,1.3435,7.7552,1.4010,1168.5,20.617
2457728,"2016/12/05","Mon",0.00085468,0.060168,0.00107296,1.3272,0.93261,114.12,0.78696,1.01082,1.3378,7.7555,1.4021,1169.3,20.574
2457729,"2016/12/06","Tue",0.00085169,0.059559,0.00106045,1.3281,0.93311,114.00,0.78707,1.00935,1.3418,7.7553,1.4061,1172.2,20.379
2457730,"2016/12/07","Wed",0.00084663,0.059630,0.00105708,1.3252,0.92951,113.46,0.79349,1.00722,1.3371,7.7562,1.3969,1162.5,20.331
2457731,"2016/12/08","Thu",0.00085082,0.058377,0.00106157,1.3221,0.94106,114.17,0.79525,1.01544,1.3426,7.7559,1.3952,1163.8,20.378
2457732,"2016/12/09","Fri",0.00085570,0.058997,0.00107875,1.3164,0.94876,115.17,0.79435,1.01857,1.3440,7.7584,1.4009,1172.2,20.337
2457735,"2016/12/12","Mon",0.00085902,0.059312,0.00108108,1.3140,0.94281,115.36,0.78890,1.01577,1.3358,7.7583,1.3909,1164.9,20.234
2457736,"2016/12/13","Tue",0.00085939,0.058789,0.00106724,1.3120,0.94037,115.29,0.78837,1.01188,1.3346,7.7564,1.3882,1165.2,20.259
2457737,"2016/12/14","Wed",0.00085497,0.058445,0.00105932,1.3123,0.93850,115.11,0.78661,1.01008,1.3313,7.7560,1.3837,1166.5,20.233
2457738,"2016/12/15","Thu",0.00088139,0.061958,0.00109170,1.3397,0.96395,118.35,0.80719,1.03348,1.3619,7.7603,1.4257,1187.7,20.620
2457739,"2016/12/16","Fri",0.00087829,0.062305,0.00110375,1.3338,0.95654,117.72,0.80147,1.02592,1.3705,7.7661,1.4330,1186.7,20.419
2457742,"2016/12/19","Mon",0.00087574,0.062500,0.00107875,1.3397,0.95727,116.60,0.80521,1.02267,1.3767,7.7676,1.4385,1188.7,20.416
2457743,"2016/12/20","Tue",0.00088295,0.063291,0.00109890,1.3378,0.96238,117.87,0.80907,1.02821,1.3792,7.7660,1.4449,1193.4,20.431
2457744,"2016/12/21","Wed",0.00087597,0.062383,0.00109409,1.3401,0.95920,117.76,0.80992,1.02619,1.3807,7.7637,1.4492,1194.4,20.513
2457745,"2016/12/22","Thu",0.00088295,0.063411,0.00110132,1.3468,0.95674,117.52,0.81289,1.02457,1.3860,7.7623,1.4474,1204.7,20.710
2457746,"2016/12/23","Fri",0.00088295,0.063532,0.00110497,1.3535,0.95715,117.19,0.81630,1.02693,1.3943,7.7591,1.4560,1203.1,20.611
2457751,"2016/12/28","Wed",0.00087597,0.063091,0.00110988,1.3556,0.96258,117.67,0.81825,1.03134,1.3919,7.7576,1.4472,1212.5,20.737
2457752,"2016/12/29","Thu",0.00087062,0.062267,0.00111111,1.3488,0.95389,116.38,0.81740,1.02329,1.3854,7.7556,1.4376,1208.6,20.681
2457753,"2016/12/30","Fri",0.00086161,0.061576,0.00110742,1.3427,0.94763,116.76,0.81061,1.01612,1.3832,7.7539,1.4376,1208.6,20.625
2457757,"2017/01/03","Tue",0.00086798,0.062696,0.00107411,1.3438,0.96013,117.67,0.81596,1.02659,1.3831,7.7563,1.4436,1208.5,20.909
2457758,"2017/01/04","Wed",0.00085717,0.060901,0.00105263,1.3293,0.95461,117.43,0.81328,1.02277,1.3755,7.7553,1.4394,1198.6,21.385
2457759,"2017/01/05","Thu",0.00084792,0.060277,0.00103199,1.3216,0.94353,115.42,0.80566,1.01078,1.3637,7.7545,1.4244,1183.2,21.399
2457760,"2017/01/06","Fri",0.00084987,0.060790,0.00104058,1.3216,0.94704,116.85,0.81214,1.01513,1.3692,7.7552,1.4343,1200.4,21.302
2457763,"2017/01/09","Mon",0.00084555,0.060533,0.00102249,1.3222,0.94558,116.08,0.82201,1.01489,1.3582,7.7559,1.4233,1202.0,21.336
2457764,"2017/01/10","Tue",0.00084284,0.060006,0.00102564,1.3208,0.94593,115.76,0.82211,1.01584,1.3569,7.7544,1.4294,1197.5,21.628
2457765,"2017/01/11","Wed",0.00083986,0.059559,0.00102145,1.3232,0.95242,116.27,0.82540,1.02044,1.3517,7.7557,1.4274,1196.4,21.882
2457766,"2017/01/12","Thu",0.00083078,0.059137,0.00101729,1.3130,0.93766,113.88,0.81894,1.00667,1.3321,7.7545,1.4010,1172.3,21.699
2457767,"2017/01/13","Fri",0.00083565,0.059666,0.00102775,1.3135,0.94124,115.02,0.81976,1.00984,1.3369,7.7553,1.4075,1179.1,21.547
2457770,"2017/01/16","Mon",,0.059453,,1.3163,0.94338,114.06,0.83037,1.01168,1.3381,7.7553,1.4087,1184.8,21.650
2457771,"2017/01/17","Tue",0.00082053,0.058824,0.00101010,1.3060,0.93499,112.98,0.80747,1.00276,1.3267,7.7561,1.3923,1163.0,21.580
2457772,"2017/01/18","Wed",0.00082324,0.058411,0.00103093,1.3177,0.93613,113.40,0.81244,1.00282,1.3241,7.7565,1.3932,1172.3,21.856
2457773,"2017/01/19","Thu",0.00083216,0.058997,0.00104384,1.3329,0.94072,115.30,0.81180,1.00947,1.3256,7.7569,1.3947,1178.5,21.898
2457774,"2017/01/20","Fri",0.00082888,0.059207,0.00103627,1.3339,0.93640,115.09,0.81118,1.00505,1.3258,7.7587,1.3990,1176.3,21.686
2457777,"2017/01/23","Mon",0.00082290,0.058343,0.00101729,1.3289,0.93112,112.91,0.80093,0.99902,1.3220,7.7563,1.3861,1165.7,21.434
2457778,"2017/01/24","Tue",0.00082155,0.058462,0.00101215,1.3152,0.93039,113.67,0.79801,1.00000,1.3186,7.7570,1.3772,1167.0,21.385
2457779,"2017/01/25","Wed",0.00083320,0.059067,0.00100502,1.3075,0.93087,113.60,0.79247,0.99962,1.3220,7.7574,1.3760,1165.3,21.312
2457780,"2017/01/26","Thu",0.00083846,0.059312,0.00102669,1.3104,0.93727,114.75,0.79505,1.00115,1.3281,7.7580,1.3829,1171.0,21.304
2457781,"2017/01/27","Fri",0.00084128,0.059880,0.00103413,1.3108,0.93548,115.18,0.79810,0.99916,1.3250,7.7582,1.3780,1176.7,21.027
2457784,"2017/01/30","Mon",0.00083564,0.058479,0.00101937,1.3093,0.93635,113.85,0.80168,0.99764,1.3237,7.7583,1.3739,1172.2,20.756
2457785,"2017/01/31","Tue",0.00082734,0.057837,0.00100705,1.3030,0.92654,112.72,0.79471,0.98907,1.3190,7.7584,1.3645,1152.1,20.838
2457786,"2017/02/01","Wed",,,,1.3089,0.92968,113.32,0.79097,0.99310,1.3221,7.7594,1.3792,1155.3,20.819
