"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2456660,"2014/01/02","Thu",0.00081633,0.050150,0.00072046,1.0633,0.73154,104.86,0.60830,0.89981,1.1208,7.7538,1.2192,1050.7,13.114
2456661,"2014/01/03","Fri",0.00081004,0.049554,0.00071225,1.0614,0.73504,104.47,0.60888,0.90447,1.1142,7.7541,1.2055,1055.1,13.105
2456664,"2014/01/06","Mon",0.00080241,0.049900,0.00070972,1.0659,0.73338,104.40,0.60940,0.90369,1.1160,7.7544,1.2062,1065.9,13.095
2456665,"2014/01/07","Tue",0.00081466,0.049950,0.00070721,1.0742,0.73440,104.60,0.60903,0.90872,1.1208,7.7544,1.2064,1069.9,13.047
2456666,"2014/01/08","Wed",0.00081900,0.051230,0.00071174,1.0804,0.73607,104.89,0.60755,0.91027,1.1225,7.7545,1.2080,1065.5,13.086
2456667,"2014/01/09","Thu",0.00081566,0.051174,0.00070671,1.0851,0.73581,104.74,0.60759,0.90864,1.1256,7.7543,1.2127,1063.8,13.157
2456668,"2014/01/10","Fri",0.00080370,0.050505,0.00070175,1.0917,0.73195,104.07,0.60717,0.90335,1.1132,7.7544,1.2060,1062.0,13.003
2456671,"2014/01/13","Mon",0.00080128,0.049776,0.00069638,1.0869,0.73281,103.32,0.61058,0.90252,1.1046,7.7545,1.1958,1057.3,13.014
2456672,"2014/01/14","Tue",0.00079904,0.049334,0.00069784,1.0934,0.73093,103.84,0.60795,0.90088,1.1138,7.7541,1.1911,1059.5,13.085
2456673,"2014/01/15","Wed",0.00080906,0.049776,0.00070621,1.0933,0.73509,104.42,0.61071,0.90851,1.1204,7.7544,1.1980,1063.5,13.164
2456674,"2014/01/16","Thu",0.00080548,0.050000,0.00070225,1.0926,0.73531,104.36,0.61213,0.90642,1.1361,7.7549,1.2017,1063.9,13.313
2456675,"2014/01/17","Fri",0.00080000,0.049975,0.00069109,1.0961,0.73782,104.29,0.60871,0.91000,1.1392,7.7563,1.2110,1062.1,13.270
2456678,"2014/01/20","Mon",0.00079634,0.049285,0.00068027,1.0962,0.73734,104.20,0.60900,0.90948,1.1363,7.7560,1.2103,1064.3,13.241
2456679,"2014/01/21","Tue",0.00080775,0.049925,0.00069252,1.0972,0.73746,104.20,0.60719,0.90933,1.1364,7.7570,1.2025,1065.2,13.298
2456680,"2014/01/22","Wed",0.00080580,0.050327,0.00068587,1.1069,0.73823,104.33,0.60354,0.91155,1.1315,7.7583,1.2041,1067.4,13.318
2456681,"2014/01/23","Thu",0.00079177,0.049726,0.00068776,1.1130,0.73103,103.63,0.60201,0.90027,1.1399,7.7585,1.2019,1073.3,13.381
2456682,"2014/01/24","Fri",0.00078927,0.049529,0.00069300,1.1062,0.73103,102.43,0.60640,0.89498,1.1479,7.7642,1.2119,1080.3,13.456
2456685,"2014/01/27","Mon",0.00079334,0.050429,0.00070373,1.1098,0.73109,102.29,0.60289,0.89572,1.1448,7.7660,1.2152,1083.8,13.446
2456686,"2014/01/28","Tue",0.00079920,0.050710,0.00070522,1.1148,0.73202,102.84,0.60315,0.89838,1.1403,7.7645,1.2112,1079.2,13.314
2456687,"2014/01/29","Wed",0.00079114,0.050813,0.00070621,1.1148,0.73198,102.18,0.60387,0.89492,1.1413,7.7645,1.2081,1069.9,13.343
2456688,"2014/01/30","Thu",0.00080483,0.051520,0.00072046,1.1171,0.73804,102.86,0.60656,0.90431,1.1401,7.7664,1.2292,1081.4,13.311
2456689,"2014/01/31","Fri",0.00079936,0.051787,0.00072359,1.1119,0.74072,102.29,0.60793,0.90523,1.1439,7.7645,1.2363,1081.6,13.359
2456692,"2014/02/03","Mon",0.00079239,0.051894,0.00072150,1.1076,0.73948,101.15,0.61325,0.90151,1.1395,7.7647,1.2337,1084.8,13.511
2456693,"2014/02/04","Tue",0.00079984,0.051706,0.00072780,1.1055,0.74041,101.61,0.61352,0.90518,1.1192,7.7646,1.2194,1083.8,13.363
2456694,"2014/02/05","Wed",0.00079713,0.050942,0.00072307,1.1101,0.73972,101.38,0.61325,0.90421,1.1223,7.7622,1.2190,1077.8,13.339
2456695,"2014/02/06","Thu",0.00079586,0.049652,0.00072464,1.1066,0.73514,101.90,0.61185,0.89931,1.1154,7.7590,1.2090,1078.6,13.219
2456696,"2014/02/07","Fri",0.00079412,0.050327,0.00072516,1.1018,0.73458,102.30,0.61001,0.89928,1.1163,7.7588,1.2075,1074.9,13.333
2456699,"2014/02/10","Mon",0.00078309,0.049505,0.00071942,1.1048,0.73297,102.11,0.60911,0.89683,1.1182,7.7572,1.2086,1072.6,13.303
2456700,"2014/02/11","Tue",0.00078003,0.049579,0.00072464,1.1025,0.73246,102.65,0.60730,0.89700,1.1056,7.7562,1.1992,1070.4,13.286
2456701,"2014/02/12","Wed",0.00077549,0.049505,0.00071276,1.0993,0.73571,102.45,0.60325,0.90055,1.1077,7.7565,1.2021,1062.1,13.310
2456702,"2014/02/13","Thu",0.00077161,0.049334,0.00071582,1.0980,0.73156,102.23,0.60089,0.89435,1.1138,7.7557,1.1993,1066.0,13.338
2456703,"2014/02/14","Fri",0.00075758,0.047416,0.00070126,1.0981,0.73051,101.86,0.59754,0.89284,1.1084,7.7552,1.1954,1063.0,13.251
2456707,"2014/02/18","Tue",0.00075715,0.046795,0.00070225,1.0953,0.72686,102.27,0.59898,0.88782,1.1065,7.7551,1.2031,1066.5,13.225
2456708,"2014/02/19","Wed",0.00075729,0.045977,0.00070225,1.1045,0.72669,102.27,0.59822,0.88708,1.1079,7.7553,1.2037,1066.1,13.272
2456709,"2014/02/20","Thu",0.00075973,0.046318,0.00070771,1.1104,0.73048,102.34,0.60100,0.89132,1.1136,7.7558,1.2073,1071.8,13.297
2456710,"2014/02/21","Fri",0.00075571,0.045998,0.00070299,1.1128,0.72875,102.75,0.60135,0.88889,1.1160,7.7561,1.2075,1072.1,13.273
2456713,"2014/02/24","Mon",0.00074920,0.045351,0.00069930,1.1058,0.72760,102.48,0.60095,0.88855,1.1060,7.7594,1.1996,1074.6,13.205
2456714,"2014/02/25","Tue",0.00074683,0.046019,0.00069686,1.1084,0.72734,102.16,0.59894,0.88715,1.1081,7.7616,1.1998,1073.0,13.214
2456715,"2014/02/26","Wed",0.00075089,0.045777,0.00069808,1.1117,0.73162,102.37,0.60072,0.89222,1.1161,7.7606,1.2058,1065.9,13.319
2456716,"2014/02/27","Thu",0.00075061,0.046773,0.00069109,1.1140,0.72863,102.11,0.59912,0.88723,1.1162,7.7612,1.1931,1070.1,13.298
2456717,"2014/02/28","Fri",0.00075386,0.047015,0.00068729,1.1075,0.72433,102.07,0.59704,0.88107,1.1195,7.7609,1.1920,1067.0,13.227
2456720,"2014/03/03","Mon",0.00074102,0.046598,0.00068776,1.1092,0.72658,101.39,0.59840,0.88095,1.1201,7.7602,1.1949,1070.7,13.333
2456721,"2014/03/04","Tue",0.00074920,0.047281,0.00069013,1.1114,0.72826,102.15,0.60014,0.88692,1.1187,7.7605,1.1935,1071.7,13.278
2456722,"2014/03/05","Wed",0.00074794,0.046904,0.00067522,1.1051,0.72814,102.32,0.59780,0.88727,1.1132,7.7610,1.1876,1070.8,13.254
2456723,"2014/03/06","Thu",0.00074336,0.047371,0.00067385,1.0966,0.72211,103.06,0.59731,0.88101,1.0990,7.7609,1.1780,1064.7,13.144
2456724,"2014/03/07","Fri",0.00074892,0.047847,0.00067843,1.1089,0.72110,103.35,0.59795,0.87861,1.1024,7.7605,1.1822,1065.2,13.176
2456727,"2014/03/10","Mon",0.00074405,0.047642,0.00067751,1.1105,0.72050,103.21,0.60121,0.87821,1.1086,7.7613,1.1815,1066.8,13.222
2456728,"2014/03/11","Tue",0.00074280,0.047059,0.00067431,1.1085,0.72112,103.21,0.60143,0.87837,1.1087,7.7619,1.1783,1065.9,13.233
2456729,"2014/03/12","Wed",0.00073206,0.047687,0.00067889,1.1132,0.71921,102.69,0.60222,0.87447,1.1146,7.7658,1.1782,1070.4,13.273
2456730,"2014/03/13","Thu",0.00073059,0.047081,0.00067751,1.1057,0.71808,102.10,0.59965,0.87262,1.1040,7.7650,1.1672,1068.3,13.229
2456731,"2014/03/14","Fri",0.00072202,0.046817,0.00067659,1.1087,0.71816,101.44,0.60138,0.87114,1.1063,7.7658,1.1698,1072.2,13.227
2456734,"2014/03/17","Mon",0.00072543,0.047125,0.00067843,1.1052,0.71803,101.67,0.60082,0.87264,1.0999,7.7658,1.1661,1067.8,13.196
2456735,"2014/03/18","Tue",0.00073760,0.047755,0.00068776,1.1086,0.71875,101.33,0.60339,0.87429,1.0948,7.7669,1.1585,1070.1,13.168
2456736,"2014/03/19","Wed",0.00074738,0.048193,0.00068776,1.1179,0.71895,101.53,0.60141,0.87452,1.0986,7.7654,1.1600,1070.8,13.169
2456737,"2014/03/20","Thu",0.00075358,0.049579,0.00069638,1.1251,0.72554,102.37,0.60571,0.88333,1.1061,7.7645,1.1713,1077.7,13.265
2456738,"2014/03/21","Fri",0.00074850,0.048662,0.00069493,1.1194,0.72566,102.42,0.60629,0.88357,1.1003,7.7588,1.1699,1080.5,13.219
2456741,"2014/03/24","Mon",0.00076292,0.049505,0.00069784,1.1217,0.72555,102.25,0.60645,0.88420,1.0961,7.7579,1.1708,1077.5,13.193
2456742,"2014/03/25","Tue",0.00076132,0.050000,0.00069832,1.1176,0.72586,102.34,0.60584,0.88635,1.0932,7.7565,1.1688,1078.8,13.142
2456743,"2014/03/26","Wed",0.00076687,0.049925,0.00070872,1.1143,0.72536,102.32,0.60370,0.88556,1.0840,7.7584,1.1619,1075.6,13.126
2456744,"2014/03/27","Thu",0.00077161,0.050813,0.00071225,1.1057,0.72787,102.10,0.60200,0.88655,1.0803,7.7585,1.1530,1071.4,13.073
2456745,"2014/03/28","Fri",0.00077235,0.050736,0.00071378,1.1064,0.72718,102.92,0.60111,0.88696,1.0825,7.7574,1.1555,1069.0,13.089
2456748,"2014/03/31","Mon",0.00077414,0.050075,0.00070522,1.1053,0.72588,103.01,0.59973,0.88417,1.0783,7.7568,1.1517,1064.8,13.057
2456749,"2014/04/01","Tue",0.00077897,0.050505,0.00069979,1.1027,0.72446,103.54,0.60102,0.88258,1.0810,7.7570,1.1536,1058.3,13.027
2456750,"2014/04/02","Wed",0.00077399,0.050454,0.00069735,1.1031,0.72668,103.77,0.60121,0.88702,1.0829,7.7563,1.1688,1057.6,13.101
2456751,"2014/04/03","Thu",0.00077882,0.050429,0.00069638,1.1035,0.72959,103.91,0.60307,0.89215,1.0848,7.7569,1.1714,1058.0,13.135
2456752,"2014/04/04","Fri",0.00077086,0.050176,0.00069252,1.0978,0.72977,103.37,0.60266,0.89187,1.0763,7.7568,1.1650,1054.6,13.027
2456755,"2014/04/07","Mon",0.00076982,0.050480,0.00069686,1.0971,0.72752,103.01,0.60188,0.88776,1.0794,7.7553,1.1632,1055.9,13.010
2456756,"2014/04/08","Tue",0.00076365,0.049628,0.00069589,1.0922,0.72451,102.07,0.59726,0.88359,1.0689,7.7546,1.1533,1052.2,12.950
2456757,"2014/04/09","Wed",0.00076820,0.050277,0.00069686,1.0903,0.72378,101.90,0.59697,0.88169,1.0676,7.7534,1.1549,1041.4,13.053
2456758,"2014/04/10","Thu",0.00075729,0.049407,0.00068728,1.0912,0.71988,101.41,0.59593,0.87583,1.0613,7.7532,1.1484,1040.2,13.048
2456759,"2014/04/11","Fri",0.00075873,0.049776,0.00068776,1.0960,0.71954,101.58,0.59754,0.87477,1.0639,7.7527,1.1515,1035.9,13.073
2456762,"2014/04/14","Mon",0.00075429,0.050659,0.00068213,1.0970,0.72338,101.86,0.59736,0.87858,1.0631,7.7534,1.1539,1039.8,13.052
2456763,"2014/04/15","Tue",0.00077042,0.050582,0.00069686,1.0981,0.72429,101.58,0.59793,0.88066,1.0706,7.7542,1.1589,1041.8,13.098
2456764,"2014/04/16","Wed",0.00076834,0.051020,0.00069348,1.1028,0.72357,102.30,0.59550,0.88139,1.0661,7.7547,1.1617,1038.4,13.055
2456765,"2014/04/17","Thu",0.00076982,0.050968,0.00069589,1.0998,0.72303,102.21,0.59497,0.88132,1.0709,7.7543,1.1652,1038.5,13.057
2456769,"2014/04/21","Mon",0.00076982,0.050968,0.00069589,1.1021,0.72521,102.62,0.59554,0.88508,1.0711,7.7540,1.1680,1038.7,13.041
2456770,"2014/04/22","Tue",0.00077715,0.051256,0.00071276,1.1026,0.72444,102.57,0.59411,0.88527,1.0678,7.7522,1.1619,1038.2,13.053
2456771,"2014/04/23","Wed",0.00077806,0.051387,0.00071429,1.1032,0.72388,102.24,0.59642,0.88291,1.0773,7.7530,1.1653,1039.8,13.093
2456772,"2014/04/24","Thu",0.00077429,0.052466,0.00071736,1.1027,0.72322,102.39,0.59538,0.88181,1.0803,7.7531,1.1682,1039.3,13.096
2456773,"2014/04/25","Fri",0.00076849,0.050865,0.00070522,1.1042,0.72264,102.15,0.59494,0.88089,1.0785,7.7537,1.1654,1040.7,13.136
2456776,"2014/04/28","Mon",0.00076982,0.051020,0.00070028,1.1033,0.72234,102.44,0.59484,0.88053,1.0807,7.7535,1.1722,1035.0,13.144
2456777,"2014/04/29","Tue",0.00077056,0.051733,0.00070225,1.0963,0.72425,102.55,0.59423,0.88454,1.0794,7.7536,1.1704,1030.4,13.117
2456778,"2014/04/30","Wed",0.00077610,0.051867,0.00070225,1.0957,0.72104,102.12,0.59233,0.88008,1.0775,7.7532,1.1623,1032.7,13.081
2456779,"2014/05/01","Thu",0.00078217,0.052466,0.00070821,1.0965,0.72114,102.29,0.59171,0.87973,1.0783,7.7528,1.1591,1033.5,13.054
2456780,"2014/05/02","Fri",0.00078049,0.052165,0.00070175,1.0973,0.72129,102.36,0.59297,0.87896,1.0803,7.7531,1.1568,1030.3,13.000
2456783,"2014/05/05","Mon",0.00078049,0.052165,0.00070175,1.0955,0.72025,102.10,0.59277,0.87738,1.0781,7.7522,1.1518,1030.6,13.009
2456784,"2014/05/06","Tue",0.00076555,0.050917,0.00068965,1.0890,0.71820,101.59,0.58909,0.87428,1.0685,7.7520,1.1408,1030.3,13.003
2456785,"2014/05/07","Wed",0.00077160,0.050916,0.00069300,1.0896,0.71854,101.74,0.58951,0.87603,1.0711,7.7521,1.1534,1022.1,12.981
2456786,"2014/05/08","Thu",0.00077700,0.051948,0.00069686,1.0858,0.72127,101.67,0.59017,0.87841,1.0660,7.7518,1.1552,1022.4,12.948
2456787,"2014/05/09","Fri",0.00077444,0.051948,0.00069979,1.0900,0.72662,101.77,0.59355,0.88604,1.0687,7.7517,1.1614,1024.4,12.987
2456790,"2014/05/12","Mon",0.00076997,0.051387,0.00069444,1.0887,0.72682,102.13,0.59278,0.88758,1.0681,7.7517,1.1602,1024.2,12.958
2456791,"2014/05/13","Tue",0.00077131,0.051440,0.00068823,1.0892,0.72939,102.18,0.59389,0.88929,1.0674,7.7519,1.1560,1022.7,12.927
2456792,"2014/05/14","Wed",0.00076614,0.050327,0.00067912,1.0887,0.72896,101.75,0.59583,0.88946,1.0663,7.7518,1.1535,1028.0,12.889
2456793,"2014/05/15","Thu",0.00076982,0.050865,0.00067981,1.0887,0.72930,101.46,0.59557,0.88982,1.0701,7.7518,1.1578,1025.1,12.976
2456794,"2014/05/16","Fri",0.00077429,0.051733,0.00068306,1.0882,0.72955,101.51,0.59429,0.89102,1.0677,7.7521,1.1581,1023.7,12.922
2456798,"2014/05/20","Tue",0.00077190,0.051626,0.00068073,1.0901,0.72990,101.31,0.59361,0.89177,1.0802,7.7529,1.1665,1025.5,12.937
2456799,"2014/05/21","Wed",0.00077685,0.051787,0.00067843,1.0933,0.73228,101.42,0.59280,0.89505,1.0854,7.7531,1.1703,1027.5,12.917
2456800,"2014/05/22","Thu",0.00077012,0.051125,0.00067024,1.0898,0.73249,101.76,0.59319,0.89482,1.0842,7.7536,1.1681,1024.2,12.882
2456801,"2014/05/23","Fri",0.00077429,0.051493,0.00067431,1.0870,0.73382,101.87,0.59444,0.89590,1.0829,7.7533,1.1698,1024.5,12.864
2456804,"2014/05/26","Mon",,,,1.0854,0.73269,101.92,0.59370,0.89422,1.0814,7.7536,1.1687,1024.0,12.862
2456805,"2014/05/27","Tue",0.00078401,0.051948,0.00068166,1.0869,0.73434,102.15,0.59527,0.89767,1.0824,7.7533,1.1717,1023.4,12.889
2456806,"2014/05/28","Wed",,,,1.0867,0.73560,101.75,0.59857,0.89832,1.0840,7.7528,1.1777,1022.3,12.873
2456807,"2014/05/29","Thu",0.00079681,0.053050,0.00069108,1.0837,0.73486,101.57,0.59817,0.89703,1.0767,7.7527,1.1815,1020.4,12.846
2456808,"2014/05/30","Fri",0.00079968,0.052632,0.00068306,1.0867,0.73317,101.75,0.59653,0.89455,1.0756,7.7528,1.1784,1020.4,12.862
2456811,"2014/06/02","Mon",0.00080176,0.053163,0.00069589,1.0895,0.73501,102.30,0.59682,0.89804,1.0813,7.7537,1.1806,1024.9,12.912
2456812,"2014/06/03","Tue",0.00080467,0.052994,0.00069881,1.0915,0.73398,102.39,0.59694,0.89651,1.0807,7.7529,1.1860,1023.0,12.942
2456813,"2014/06/04","Wed",0.00080305,0.053305,0.00070323,1.0937,0.73427,102.69,0.59716,0.89552,1.0789,7.7529,1.1873,1023.1,12.946
2456814,"2014/06/05","Thu",0.00079840,0.053163,0.00069444,1.0934,0.73427,102.47,0.59540,0.89462,1.0730,7.7525,1.1791,1020.0,12.877
2456815,"2014/06/06","Fri",0.00080160,0.052549,0.00068823,1.0936,0.73317,102.49,0.59548,0.89405,1.0721,7.7526,1.1765,1020.1,12.908
2456818,"2014/06/09","Mon",0.00079777,0.052329,0.00069013,1.0910,0.73587,102.54,0.59533,0.89743,1.0698,7.7516,1.1775,1015.8,12.990
2456819,"2014/06/10","Tue",0.00079397,0.052632,0.00067659,1.0915,0.73845,102.39,0.59694,0.89954,1.0676,7.7515,1.1750,1017.2,13.044
2456820,"2014/06/11","Wed",0.00079239,0.052083,0.00067431,1.0867,0.73870,101.94,0.59516,0.89944,1.0649,7.7517,1.1679,1017.5,13.027
2456821,"2014/06/12","Thu",0.00079005,0.051733,0.00069541,1.0851,0.73771,101.79,0.59340,0.89834,1.0605,7.7516,1.1517,1017.9,12.987
2456822,"2014/06/13","Fri",0.00078555,0.051073,0.00069589,1.0868,0.73952,102.05,0.58992,0.90071,1.0644,7.7512,1.1561,1017.6,13.022
2456825,"2014/06/16","Mon",0.00078355,0.050839,0.00069396,1.0850,0.73654,101.78,0.58865,0.89692,1.0640,7.7511,1.1521,1020.7,13.027
2456826,"2014/06/17","Tue",0.00078895,0.051151,0.00070077,1.0852,0.73843,102.18,0.58949,0.89983,1.0706,7.7514,1.1548,1022.8,13.092
2456827,"2014/06/18","Wed",0.00078756,0.050684,0.00068918,1.0870,0.73710,102.16,0.58996,0.89768,1.0706,7.7512,1.1525,1022.6,13.067
2456828,"2014/06/19","Thu",0.00077339,0.050150,0.00068540,1.0828,0.73425,101.86,0.58669,0.89310,1.0632,7.7505,1.1474,1018.6,12.996
2456829,"2014/06/20","Fri",0.00076190,0.048497,0.00068681,1.0766,0.73609,102.14,0.58779,0.89612,1.0654,7.7514,1.1508,1021.4,13.007
2456832,"2014/06/23","Mon",0.00076132,0.048193,0.00068823,1.0731,0.73571,101.91,0.58790,0.89492,1.0619,7.7511,1.1483,1018.1,12.998
2456833,"2014/06/24","Tue",0.00075844,0.047348,0.00068074,1.0740,0.73592,102.09,0.58927,0.89560,1.0661,7.7517,1.1514,1018.0,13.021
2456834,"2014/06/25","Wed",0.00075945,0.048123,0.00068540,1.0721,0.73331,101.72,0.58871,0.89178,1.0640,7.7516,1.1447,1020.1,13.020
2456835,"2014/06/26","Thu",0.00076234,0.048008,0.00068213,1.0707,0.73477,101.68,0.58765,0.89337,1.0634,7.7517,1.1412,1016.8,13.022
2456836,"2014/06/27","Fri",0.00075901,0.047529,0.00067613,1.0676,0.73365,101.39,0.58769,0.89197,1.0625,7.7522,1.1410,1013.9,13.002
2456839,"2014/06/30","Mon",0.00076046,0.047916,0.00067568,1.0676,0.73048,101.29,0.58463,0.88679,1.0606,7.7503,1.1423,1011.9,12.972
2456841,"2014/07/02","Wed",0.00075386,0.047529,0.00066181,1.0667,0.73227,101.78,0.58261,0.88877,1.0590,7.7504,1.1404,1009.2,12.963
2456842,"2014/07/03","Thu",0.00075901,0.047619,0.00066578,1.0634,0.73480,102.15,0.58307,0.89339,1.0686,7.7507,1.1412,1008.9,12.968
2456843,"2014/07/04","Fri",0.00075801,0.047348,0.00066534,1.0639,0.73535,102.10,0.58270,0.89411,1.0686,7.7502,1.1447,1009.4,12.974
2456846,"2014/07/07","Mon",0.00076161,0.047733,,1.0662,0.73511,101.83,0.58387,0.89349,1.0672,7.7502,1.1406,1011.6,13.006
2456847,"2014/07/08","Tue",0.00075586,0.047438,0.00066711,1.0674,0.73452,101.56,0.58392,0.89247,1.0639,7.7499,1.1382,1011.8,13.004
2456848,"2014/07/09","Wed",0.00075600,0.047326,0.00066489,1.0650,0.73367,101.72,0.58382,0.89196,1.0644,7.7501,1.1359,1012.4,12.974
2456849,"2014/07/10","Thu",0.00074613,0.046512,0.00066138,1.0658,0.73529,101.31,0.58406,0.89263,1.0654,7.7500,1.1349,1013.1,12.999
2456850,"2014/07/11","Fri",0.00074906,0.046696,0.00066401,1.0720,0.73540,101.32,0.58451,0.89266,1.0657,7.7500,1.1360,1020.0,12.983
2456853,"2014/07/14","Mon",0.00076570,0.047326,0.00066934,1.0722,0.73423,101.53,0.58555,0.89186,1.0647,7.7500,1.1360,1019.2,12.976
2456854,"2014/07/15","Tue",0.00076336,0.047778,,1.0766,0.73674,101.66,0.58314,0.89538,1.0677,7.7502,1.1407,1027.3,12.976
2456855,"2014/07/16","Wed",0.00076864,0.048309,,1.0750,0.73914,101.70,0.58376,0.89838,1.0683,7.7506,1.1480,1031.7,12.936
2456856,"2014/07/17","Thu",0.00076775,0.048123,0.00066800,1.0753,0.73919,101.25,0.58469,0.89736,1.0671,7.7508,1.1508,1029.0,12.971
2456857,"2014/07/18","Fri",0.00076496,0.047755,0.00066800,1.0737,0.73997,101.39,0.58589,0.89887,1.0655,7.7512,1.1525,1029.4,12.961
2456860,"2014/07/21","Mon",0.00076249,0.047778,0.00066934,1.0737,0.73951,101.39,0.58595,0.89782,1.0666,7.7517,1.1504,1027.5,12.972
2456861,"2014/07/22","Tue",0.00076321,0.048054,0.00067250,1.0745,0.74247,101.56,0.58623,0.90234,1.0652,7.7512,1.1554,1024.3,12.936
2456862,"2014/07/23","Wed",0.00076453,0.047778,0.00067295,1.0741,0.74291,101.52,0.58704,0.90253,1.0583,7.7506,1.1510,1023.9,12.927
2456863,"2014/07/24","Thu",0.00077354,0.047985,0.00068073,1.0742,0.74252,101.82,0.58893,0.90254,1.0618,7.7502,1.1646,1029.9,12.958
2456864,"2014/07/25","Fri",0.00077235,0.048876,0.00067889,1.0814,0.74456,101.83,0.58922,0.90463,1.0635,7.7503,1.1701,1026.0,12.951
2456867,"2014/07/28","Mon",0.00076658,0.048473,0.00067295,1.0801,0.74402,101.80,0.58858,0.90377,1.0629,7.7500,1.1698,1026.7,12.988
2456868,"2014/07/29","Tue",0.00076967,0.048450,0.00067340,1.0851,0.74572,102.08,0.59040,0.90682,1.0663,7.7500,1.1769,1024.6,13.066
2456869,"2014/07/30","Wed",0.00077250,0.048685,0.00067568,1.0909,0.74750,102.92,0.59166,0.90969,1.0735,7.7501,1.1809,1025.3,13.139
2456870,"2014/07/31","Thu",0.00077806,0.048333,0.00067935,1.0890,0.74686,102.74,0.59214,0.90871,1.0752,7.7502,1.1781,1028.3,13.239
2456871,"2014/08/01","Fri",0.00077444,0.049164,0.00068399,1.0919,0.74431,102.43,0.59413,0.90486,1.0749,7.7501,1.1751,1036.9,13.218
2456875,"2014/08/05","Tue",0.00077836,0.049505,0.00068776,1.0970,0.74824,102.81,0.59268,0.91015,1.0753,7.7501,1.1820,1028.1,13.282
2456876,"2014/08/06","Wed",0.00076540,0.050556,0.00068634,1.0926,0.74882,102.30,0.59409,0.90959,1.0722,7.7502,1.1825,1033.7,13.255
2456877,"2014/08/07","Thu",0.00076614,0.049826,0.00068213,1.0922,0.74839,102.07,0.59356,0.90873,1.0773,7.7512,1.1777,1037.2,13.268
2456878,"2014/08/08","Fri",0.00076350,0.049677,0.00067797,1.0982,0.74560,101.87,0.59604,0.90461,1.0780,7.7513,1.1806,1037.0,13.236
2456881,"2014/08/11","Mon",0.00076496,0.050378,0.00067981,1.0935,0.74713,102.10,0.59575,0.90627,1.0797,7.7515,1.1816,1030.6,13.192
2456882,"2014/08/12","Tue",0.00076002,0.049801,0.00067889,1.0944,0.74861,102.18,0.59504,0.90822,1.0788,7.7512,1.1856,1027.6,13.171
2456883,"2014/08/13","Wed",0.00076219,0.050251,0.00067981,1.0929,0.74815,102.52,0.59898,0.90795,1.0752,7.7509,1.1823,1030.1,13.107
2456884,"2014/08/14","Thu",0.00076133,0.050352,0.00068120,1.0911,0.74764,102.45,0.59904,0.90570,1.0729,7.7508,1.1773,1021.6,13.072
2456885,"2014/08/15","Fri",0.00077160,0.050353,0.00069156,1.0910,0.74675,102.25,0.59932,0.90262,1.0747,7.7505,1.1783,1021.5,13.104
2456888,"2014/08/18","Mon",0.00077116,0.051046,0.00069061,1.0889,0.74859,102.53,0.59810,0.90651,1.0720,7.7507,1.1799,1017.7,13.050
2456889,"2014/08/19","Tue",0.00077131,0.050865,0.00069300,1.0929,0.75077,102.81,0.60165,0.90893,1.0740,7.7507,1.1845,1017.6,13.059
2456890,"2014/08/20","Wed",0.00077220,0.051493,0.00070028,1.0944,0.75279,103.34,0.60122,0.91154,1.0747,7.7507,1.1903,1022.8,13.085
2456891,"2014/08/21","Thu",0.00078416,0.051546,0.00070472,1.0948,0.75275,103.77,0.60283,0.91127,1.0751,7.7500,1.1903,1023.2,13.096
2456892,"2014/08/22","Fri",0.00078293,0.051308,0.00070621,1.0950,0.75543,103.99,0.60341,0.91425,1.0743,7.7500,1.1914,1017.7,13.139
2456895,"2014/08/25","Mon",0.00078293,0.051308,0.00070621,1.0980,0.75729,103.98,0.60300,0.91454,1.0758,7.7501,1.1976,1020.4,13.131
2456896,"2014/08/26","Tue",0.00077760,0.051308,0.00070274,1.0951,0.75817,104.10,0.60353,0.91678,1.0731,7.7506,1.1995,1016.8,13.107
2456897,"2014/08/27","Wed",0.00077957,0.051760,0.00070423,1.0891,0.75811,104.02,0.60341,0.91452,1.0712,7.7502,1.1951,1014.1,13.085
2456898,"2014/08/28","Thu",0.00077399,0.050633,0.00070028,1.0857,0.75886,103.80,0.60320,0.91504,1.0693,7.7501,1.1941,1014.7,13.119
2456899,"2014/08/29","Fri",0.00077776,0.051361,0.00070225,1.0858,0.76047,104.00,0.60299,0.91737,1.0703,7.7501,1.1954,1013.8,13.069
2456903,"2014/09/02","Tue",0.00078927,0.052083,0.00070822,1.0925,0.76196,105.15,0.60603,0.91961,1.0782,7.7502,1.2036,1018.2,13.133
2456904,"2014/09/03","Wed",0.00079020,0.052356,0.00071023,1.0873,0.76131,104.85,0.60787,0.91872,1.0707,7.7503,1.2028,1020.0,13.094
2456905,"2014/09/04","Thu",0.00078647,0.052056,0.00071124,1.0863,0.77361,105.26,0.61169,0.93277,1.0684,7.7504,1.2034,1019.0,13.113
2456906,"2014/09/05","Fri",0.00078989,0.052274,0.00071124,1.0890,0.77185,104.91,0.61304,0.93069,1.0666,7.7501,1.2009,1024.5,13.069
